name,position,pitching_and_batting,height_and_weight,birthday,career,draft,team_2010,match_2010,plate_appearance_2010,at_bat_2010,run_2010,hit_2010,two_hit_2010,three_hit_2010,homerun_2010,total_base_2010,rbi_2010,steal_2010,steal_death_2010,sacrifice_bunt_2010,sacrifice_fly_2010,four_balls_2010,dead_ball_2010,strikeout_2010,double_play_2010,batting_ave_2010,slugging_ave_2010,on_base_ave_2010,pitching_appearance_2010,win_2010,lose_2010,save_2010,hold_2010,hold_point_2010,complete_game_2010,shutout_2010,no_four_balls_2010,win_rate_2010,batter_2010,time_2010,give_up_hit_2010,give_up_home_run_2010,give_four_balls_2010,give_dead_ball_2010,get_strikeout_2010,wild_pitch_2010,boke_2010,give_run_2010,give_responsible_run_2010,earned_run_ave_2010,team_2011,match_2011,plate_appearance_2011,at_bat_2011,run_2011,hit_2011,two_hit_2011,three_hit_2011,homerun_2011,total_base_2011,rbi_2011,steal_2011,steal_death_2011,sacrifice_bunt_2011,sacrifice_fly_2011,four_balls_2011,dead_ball_2011,strikeout_2011,double_play_2011,batting_ave_2011,slugging_ave_2011,on_base_ave_2011,pitching_appearance_2011,win_2011,lose_2011,save_2011,hold_2011,hold_point_2011,complete_game_2011,shutout_2011,no_four_balls_2011,win_rate_2011,batter_2011,time_2011,give_up_hit_2011,give_up_home_run_2011,give_four_balls_2011,give_dead_ball_2011,get_strikeout_2011,wild_pitch_2011,boke_2011,give_run_2011,give_responsible_run_2011,earned_run_ave_2011,team_2012,match_2012,plate_appearance_2012,at_bat_2012,run_2012,hit_2012,two_hit_2012,three_hit_2012,homerun_2012,total_base_2012,rbi_2012,steal_2012,steal_death_2012,sacrifice_bunt_2012,sacrifice_fly_2012,four_balls_2012,dead_ball_2012,strikeout_2012,double_play_2012,batting_ave_2012,slugging_ave_2012,on_base_ave_2012,pitching_appearance_2012,win_2012,lose_2012,save_2012,hold_2012,hold_point_2012,complete_game_2012,shutout_2012,no_four_balls_2012,win_rate_2012,batter_2012,time_2012,give_up_hit_2012,give_up_home_run_2012,give_four_balls_2012,give_dead_ball_2012,get_strikeout_2012,wild_pitch_2012,boke_2012,give_run_2012,give_responsible_run_2012,earned_run_ave_2012,team_2013,match_2013,plate_appearance_2013,at_bat_2013,run_2013,hit_2013,two_hit_2013,three_hit_2013,homerun_2013,total_base_2013,rbi_2013,steal_2013,steal_death_2013,sacrifice_bunt_2013,sacrifice_fly_2013,four_balls_2013,dead_ball_2013,strikeout_2013,double_play_2013,batting_ave_2013,slugging_ave_2013,on_base_ave_2013,pitching_appearance_2013,win_2013,lose_2013,save_2013,hold_2013,hold_point_2013,complete_game_2013,shutout_2013,no_four_balls_2013,win_rate_2013,batter_2013,time_2013,give_up_hit_2013,give_up_home_run_2013,give_four_balls_2013,give_dead_ball_2013,get_strikeout_2013,wild_pitch_2013,boke_2013,give_run_2013,give_responsible_run_2013,earned_run_ave_2013,team_2014,match_2014,plate_appearance_2014,at_bat_2014,run_2014,hit_2014,two_hit_2014,three_hit_2014,homerun_2014,total_base_2014,rbi_2014,steal_2014,steal_death_2014,sacrifice_bunt_2014,sacrifice_fly_2014,four_balls_2014,dead_ball_2014,strikeout_2014,double_play_2014,batting_ave_2014,slugging_ave_2014,on_base_ave_2014,pitching_appearance_2014,win_2014,lose_2014,save_2014,hold_2014,hold_point_2014,complete_game_2014,shutout_2014,no_four_balls_2014,win_rate_2014,batter_2014,time_2014,give_up_hit_2014,give_up_home_run_2014,give_four_balls_2014,give_dead_ball_2014,get_strikeout_2014,wild_pitch_2014,boke_2014,give_run_2014,give_responsible_run_2014,earned_run_ave_2014,team_2015,match_2015,plate_appearance_2015,at_bat_2015,run_2015,hit_2015,two_hit_2015,three_hit_2015,homerun_2015,total_base_2015,rbi_2015,steal_2015,steal_death_2015,sacrifice_bunt_2015,sacrifice_fly_2015,four_balls_2015,dead_ball_2015,strikeout_2015,double_play_2015,batting_ave_2015,slugging_ave_2015,on_base_ave_2015,pitching_appearance_2015,win_2015,lose_2015,save_2015,hold_2015,hold_point_2015,complete_game_2015,shutout_2015,no_four_balls_2015,win_rate_2015,batter_2015,time_2015,give_up_hit_2015,give_up_home_run_2015,give_four_balls_2015,give_dead_ball_2015,get_strikeout_2015,wild_pitch_2015,boke_2015,give_run_2015,give_responsible_run_2015,earned_run_ave_2015,team_2016,match_2016,plate_appearance_2016,at_bat_2016,run_2016,hit_2016,two_hit_2016,three_hit_2016,homerun_2016,total_base_2016,rbi_2016,steal_2016,steal_death_2016,sacrifice_bunt_2016,sacrifice_fly_2016,four_balls_2016,dead_ball_2016,strikeout_2016,double_play_2016,batting_ave_2016,slugging_ave_2016,on_base_ave_2016,pitching_appearance_2016,win_2016,lose_2016,save_2016,hold_2016,hold_point_2016,complete_game_2016,shutout_2016,no_four_balls_2016,win_rate_2016,batter_2016,time_2016,give_up_hit_2016,give_up_home_run_2016,give_four_balls_2016,give_dead_ball_2016,get_strikeout_2016,wild_pitch_2016,boke_2016,give_run_2016,give_responsible_run_2016,earned_run_ave_2016,team_2017,match_2017,plate_appearance_2017,at_bat_2017,run_2017,hit_2017,two_hit_2017,three_hit_2017,homerun_2017,total_base_2017,rbi_2017,steal_2017,steal_death_2017,sacrifice_bunt_2017,sacrifice_fly_2017,four_balls_2017,dead_ball_2017,strikeout_2017,double_play_2017,batting_ave_2017,slugging_ave_2017,on_base_ave_2017,pitching_appearance_2017,win_2017,lose_2017,save_2017,hold_2017,hold_point_2017,complete_game_2017,shutout_2017,no_four_balls_2017,win_rate_2017,batter_2017,time_2017,give_up_hit_2017,give_up_home_run_2017,give_four_balls_2017,give_dead_ball_2017,get_strikeout_2017,wild_pitch_2017,boke_2017,give_run_2017,give_responsible_run_2017,earned_run_ave_2017,team_2018,match_2018,plate_appearance_2018,at_bat_2018,run_2018,hit_2018,two_hit_2018,three_hit_2018,homerun_2018,total_base_2018,rbi_2018,steal_2018,steal_death_2018,sacrifice_bunt_2018,sacrifice_fly_2018,four_balls_2018,dead_ball_2018,strikeout_2018,double_play_2018,batting_ave_2018,slugging_ave_2018,on_base_ave_2018,pitching_appearance_2018,win_2018,lose_2018,save_2018,hold_2018,hold_point_2018,complete_game_2018,shutout_2018,no_four_balls_2018,win_rate_2018,batter_2018,time_2018,give_up_hit_2018,give_up_home_run_2018,give_four_balls_2018,give_dead_ball_2018,get_strikeout_2018,wild_pitch_2018,boke_2018,give_run_2018,give_responsible_run_2018,earned_run_ave_2018,team_2019,match_2019,plate_appearance_2019,at_bat_2019,run_2019,hit_2019,two_hit_2019,three_hit_2019,homerun_2019,total_base_2019,rbi_2019,steal_2019,steal_death_2019,sacrifice_bunt_2019,sacrifice_fly_2019,four_balls_2019,dead_ball_2019,strikeout_2019,double_play_2019,batting_ave_2019,slugging_ave_2019,on_base_ave_2019,pitching_appearance_2019,win_2019,lose_2019,save_2019,hold_2019,hold_point_2019,complete_game_2019,shutout_2019,no_four_balls_2019,win_rate_2019,batter_2019,time_2019,give_up_hit_2019,give_up_home_run_2019,give_four_balls_2019,give_dead_ball_2019,get_strikeout_2019,wild_pitch_2019,boke_2019,give_run_2019,give_responsible_run_2019,earned_run_ave_2019
高橋　奎二,投手,左投左打,178cm／73kg,1997年5月14日,龍谷大平安高,2015年ドラフト3位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,東京ヤクルト,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,3,1,1,0,0,0,0,0,0,.500,69,15,14,4,8,2,20,0,0,10,5,3.00,東京ヤクルト,20,32,30,2,6,1,0,0,7,4,0,0,2,0,0,0,10,0,.200,.233,.200,20,4,6,0,0,0,0,0,0,.400,438,95.1,99,14,53,8,99,5,0,68,61,5.76
江柄子　裕樹,-,右投右打,184cm／82kg,1986年11月14日,つくば秀英高-明治大-東芝,2011年ドラフト6位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,読売,7,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.000,.000,.000,7,0,2,0,0,0,0,0,0,.000,65,14.2,12,2,7,1,14,0,0,7,4,2.45,読売,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,4,1,0,0,0,1,0,0,0,1.000,19,4,7,0,0,0,2,0,0,2,2,4.50,読売,19,2,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,19,0,2,0,0,0,0,0,0,.000,119,29,28,1,9,1,15,1,1,9,9,2.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,読売,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,2,0,1,0,0,0,0,0,0,.000,47,8.2,14,0,7,0,4,0,0,8,7,7.27,読売,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,2,0,0,0,0,0,0,0,0,.000,14,3,5,2,0,0,2,0,0,5,5,15.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
鶴岡　一成,-,右投右打,184cm／85kg,1977年5月30日,神港学園高,1995年ドラフト5位,読売,32,43,35,4,8,1,0,0,9,0,0,0,3,0,3,2,8,2,.229,.257,.325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,読売,34,63,55,6,12,1,0,0,13,1,0,0,3,0,4,1,9,0,.218,.236,.283,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,102,229,201,9,38,8,1,1,51,15,0,0,8,1,19,0,39,4,.189,.254,.258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,108,318,280,27,70,18,0,3,97,40,1,0,7,4,26,1,50,7,.250,.346,.312,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,77,163,154,10,34,5,1,0,41,12,0,0,4,1,3,1,30,10,.221,.266,.239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,70,179,153,16,35,8,0,1,46,15,0,0,10,1,15,0,43,2,.229,.301,.296,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｒ．マルティネス,投手,右投左打,193cm／93kg,1996年10月11日,エイデデピナールデルリオ高-キューバ・ピナールデルリオ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,7,9,9,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,.111,.111,.111,7,1,3,0,0,0,0,0,0,.250,99,21.2,28,4,8,1,14,0,0,16,16,6.65,中日,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,43,1,4,8,14,15,0,0,0,.200,171,40.2,34,2,14,2,48,1,0,13,12,2.66
涌井　秀章,投手,右投右打,185cm／85kg,1986年6月21日,横浜高,2004年ドラフト1巡目,埼玉西武,27,7,7,1,3,1,0,0,4,4,0,0,0,0,0,0,1,0,.429,.571,.429,27,14,8,0,0,0,6,2,1,.636,828,196.1,191,21,54,9,154,6,0,85,80,3.67,埼玉西武,26,6,5,1,2,0,0,0,2,0,0,0,1,0,0,0,3,0,.400,.400,.400,26,9,12,0,0,0,5,1,2,.429,744,178.1,184,9,41,8,108,7,0,71,58,2.93,埼玉西武,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,55,1,5,30,3,4,0,0,0,.167,271,63,66,1,22,2,40,1,0,27,26,3.71,埼玉西武,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,45,5,7,7,13,15,1,0,1,.417,398,92.1,89,4,29,8,79,5,0,51,40,3.90,千葉ロッテ,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,26,8,12,0,0,0,1,0,0,.400,708,164.2,158,9,63,10,116,7,1,81,77,4.21,千葉ロッテ,28,6,6,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,.167,.167,.167,28,15,9,0,0,0,1,0,1,.625,786,188.2,178,11,57,8,117,6,0,79,71,3.39,千葉ロッテ,26,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,26,10,7,0,0,0,5,0,1,.588,793,188.2,195,15,48,4,118,1,0,73,63,3.01,千葉ロッテ,25,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,.000,.000,.000,25,5,11,0,0,0,1,1,0,.313,675,158,156,20,53,7,115,6,0,74,70,3.99,千葉ロッテ,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,22,7,9,0,0,0,1,1,0,.438,629,150.2,155,16,43,2,99,3,0,65,62,3.70,千葉ロッテ,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,18,3,7,0,0,0,2,1,1,.300,462,104,121,14,27,6,87,3,0,58,52,4.50
戸田　隆矢,投手,左投左打,181cm／80kg,1993年6月10日,樟南高,2011年ドラフト3位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島東洋,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.000,1.000,1.000,1,0,1,0,0,0,0,0,0,.000,15,3,4,0,2,0,0,0,0,2,2,6.00,広島東洋,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,3,0,1,0,0,0,0,0,0,.000,28,4.1,9,1,6,1,4,0,0,6,6,12.46,広島東洋,30,14,13,0,3,0,0,0,3,1,0,0,1,0,0,0,7,0,.231,.231,.231,30,4,2,0,6,8,0,0,0,.667,243,57,59,7,22,2,36,3,0,24,21,3.32,広島東洋,34,12,11,1,1,0,0,0,1,0,0,0,1,0,0,0,6,0,.091,.091,.091,34,3,3,0,5,7,0,0,0,.500,273,62,59,4,29,0,44,2,1,31,25,3.63,広島東洋,17,15,15,0,4,0,0,0,4,2,0,0,0,0,0,0,7,0,.267,.267,.267,17,4,0,1,0,2,1,1,0,1.000,226,54.2,49,5,18,4,42,2,0,17,17,2.80,広島東洋,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,3,0,0,0,1,1,0,0,0,.000,34,7.1,10,1,1,0,7,0,0,9,9,11.05,広島東洋,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,.143,.143,.143,7,0,0,0,0,0,0,0,0,.000,82,17.1,22,3,9,0,13,0,0,11,10,5.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ｃ．ローレンス,投手,右投右打,188cm／77kg,1987年10月28日,オルブライト大-ブルージェイズ-マリナーズ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島東洋,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,1,0,1,0,0,0,0,0,0,.000,23,5,4,1,4,0,3,0,0,6,6,10.80
佐野　恵太,内野手,右投左打,178cm／84kg,1994年11月28日,広陵高-明治大,2016年ドラフト9位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,18,24,21,1,2,1,0,0,3,1,0,0,0,0,3,0,5,0,.095,.143,.208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,73,130,126,6,29,4,0,5,48,14,1,0,0,1,3,0,26,3,.230,.381,.246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜DeNA,89,215,200,23,59,10,0,5,84,33,0,0,0,0,13,2,39,9,.295,.420,.344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中川　皓太,投手,左投左打,183cm／86kg,1994年2月24日,広島・山陽高-東海大,2015年ドラフト7位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,読売,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,2,0,0,0,0,0,0,0,0,.000,11,2,4,2,1,0,2,0,0,3,3,13.50,読売,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,18,0,0,0,0,0,0,0,0,.000,107,25,28,2,4,2,19,0,1,12,12,4.32,読売,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,30,1,0,1,3,4,0,0,0,1.000,165,37.2,47,7,8,1,31,2,0,24,21,5.02,読売,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,67,4,3,16,17,21,0,0,0,.571,270,64.2,57,3,18,2,74,0,0,19,17,2.37
柳田　悠岐,外野手,右投左打,187cm／91kg,1988年10月9日,広島商-広島経済大,2010年ドラフト2位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,6,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,68,212,195,17,48,10,1,5,75,18,6,1,2,0,10,5,56,2,.246,.385,.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,104,337,298,48,88,19,2,11,144,41,10,1,0,0,32,7,96,3,.295,.483,.377,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,144,615,524,91,166,18,4,15,237,70,33,6,0,3,72,16,131,8,.317,.452,.413,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,138,605,502,110,182,31,1,34,317,99,32,8,0,1,88,14,101,9,.363,.631,.469,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,120,536,428,82,131,31,4,18,224,73,23,2,0,0,100,8,97,8,.306,.523,.446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,130,551,448,95,139,30,1,31,264,99,14,7,0,7,89,7,123,6,.310,.589,.426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,130,550,475,95,167,29,5,36,314,102,21,7,0,5,62,8,105,8,.352,.661,.431,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,福岡ソフトバンク,38,157,128,17,37,6,1,7,66,23,4,1,0,0,28,1,28,4,.289,.516,.420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
